[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.14   nan   nan],[  1.50000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.11   nan   nan],[ 0.1     0.0005     nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1   0.01   nan],[ 0.1   0.01  0.1 ]
[ 0.2  nan  nan],[ 0.35  0.1    nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.2    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.45  0.01   nan],[ 0.1  0.1  nan],[ 0.2  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.19   nan   nan],[ 0.2    0.001    nan],[ 0.1  0.1  nan],[ 0.2  0.1  0.1]
[ 0.1  nan  nan],[ 0.25  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.15   nan   nan],[ 0.15   0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1     0.0001     nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.2    0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.15  0.1    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.15  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.2   0.01   nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.11   nan   nan],[ 0.15   0.006    nan],[ 0.9  0.1  nan],[ 0.8  0.5  0.6]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.15  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.13   nan   nan],[ 0.2   0.01   nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.15   nan   nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.2  0.1  0.1]
[ 0.13   nan   nan],[ 0.3   0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.25  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.15   0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1   0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.12   nan   nan],[  1.50000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.14   nan   nan],[ 0.2   0.01   nan],[ 0.2  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.25  0.01   nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.9]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.16   nan   nan],[ 0.1  0.1  nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.2   0.01   nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.14   nan   nan],[ 0.25  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.11   nan   nan],[ 0.1   0.01   nan],[ 0.1  0.1  nan],[ 0.3  0.5  0.1]
[ 0.22   nan   nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.14   nan   nan],[ 0.45  0.01   nan],[ 0.1  0.5  nan],[ 0.7  0.5  0.7]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.25  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.15   0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.2   0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.55  0.1    nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.15   0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.2    0.005    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[ 0.1  nan  nan],[ 0.1   0.01   nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.001    nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.15  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1     0.0005     nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.14   nan   nan],[ 0.2   0.01   nan],[ 0.4  0.1  nan],[ 0.4  0.5  0.1]
[ 0.22   nan   nan],[ 0.35  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[  1.00000000e-01   1.00000000e-07              nan],[  1.00000000e-01   1.00000000e-07   1.00000000e-01]
[ 0.13   nan   nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.3   0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1   0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.1    0.004    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[ 0.19   nan   nan],[ 0.25  0.01   nan],[  1.00000000e-01   1.00000000e-07              nan],[  1.00000000e-01   1.00000000e-07   1.00000000e-01]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.15   0.006    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.6]
[ 0.22   nan   nan],[ 0.4   0.01   nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[ 0.1  nan  nan],[ 0.1     0.0005     nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.5  nan],[ 0.1  0.1  0.1]
[ 0.11   nan   nan],[ 0.15  0.01   nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.95  0.1    nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[  1.00000000e-01   1.00000000e-07              nan],[ 0.1  0.1  nan],[ 0.1  0.1  0.1]
[ 0.1  nan  nan],[ 0.2  0.1  nan],[ 0.1  0.5  nan],[ 0.1  0.5  0.1]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
[  0.  nan  nan],[  0.   0.  nan],[  0.   0.  nan],[ 0.  0.  0.]
